Title,Area,Address,Bedroom,WC,Floor,links,Description,Price(Mil)
"MẶT TIỀN TÂN PHÚ LÔ GÓC, 2 XE HƠI NGỦ TRONG NHÀ, CHƯA TỚI 100 TR/M2, HIỆN ĐẠI CAO CẤP, HOÀN CÔNG ĐẦY ĐỦ CHỈ 12 TỶ.",122.0,Hồ Chí Minh,4.0,2.0,2.0,https://batdongsan.vn/mat-tien-tan-phu-lo-goc-2-xe-hoi-ngu-trong-nha-chua-toi-100-trm2-hien-dai-cao-cap-hoan-cong-day-du-chi-12-ty-r267447,"Mô tả:+ Nhà đúc 1 trệt 2 lầu BTCT tổng 4 phòng ngủ, 5 nhà vệ sinh, phòng khách, phòng bếp hiện đại, sân trước nhà rộng rãi làm khu vườn nhỏ xinh đậu được 2 ô tô. Nhà 2 mặt tiền 1 to 1 nhỏ. + Nội thất đầy đủ, gia chủ thiết kế hiện đại. Nhà nở hậu tài lộc. Cổng bên hông thoáng mát.+ 2 Xe hơi ngủ trong nhà. Nhà ngay EAON MALL Tân Phú, Đại học Công nghiệp thực phẩm, sân bay,...tiện di chuyển đi các Quận. Khu dân cư hiện đại văn minh.+ Khu vực an ninh, yên tĩnh, đang có nhiều dự án lớn triển khai, giá trị khu vực tăng lên đáng kể.+ Sổ đã hoàn công công chứng ngay trong ngày. Chủ nhà nhiệt tình, thiện chí bán, rất hợp tác.Cần thông tin thêm liên hệ: 0354095924",12000.0
Chính chủ bán 5tỷ1 thương lượng khách thiện chí,42.0,Hồ Chí Minh,3.0,2.0,2.0,https://batdongsan.vn/chinh-chu-ban-5ty1-thuong-luong-khach-thien-chi-r267446,"•Chính chủ cần bán nhà đường Nguyễn Văn Công,Phường 3, Gò vấp hẻm rộng 4m•Diện tích : 4x10,6   42m2•Kết cấu nhà: 1 trệt , 1 lửng , 1 lầu•Tiện ích: Gần trường học, bệnh viện, chợ, công viên, sân bay,…•Giá 5tỷ1 còn thương lượng cho khách thiện chí.•Quan tâm ib fb hoặc zal0 Lh: O987357245",5100.0
"Bán Nhà 3 Tầng, KD đỉnh, Mặt Phố Bùi Ngọc Dương, 23m2, 3 Tầng, 3.5 Tỷ, Ô Tô Đỗ Cửa 0977.0972.87",23.0,Hà Nội,4.0,2.0,3.0,https://batdongsan.vn/ban-nha-3-tang-kd-dinh-mat-pho-bui-ngoc-duong-23m2-3-tang-35-ty-o-to-do-cua-0977097287-r267445,"Kinh doanh sầm uất - ngõ thông - nhà đẹp ở ngay - ô tô đỗ cửa - 5m ra ô tô tránh.Liên hệ: Tôi - Liên Nhà Phố: 0977.0972.87.- Hàng xóm Quận Uỷ Hai Bà Trưng, 10m là trường cấp 3, các trụ sở công ty lớn, bệnh viện.- Vị trí phố thông Thanh Nhàn - Bạch Mai - Hồng Mai - Bùi Ngọc Dương - Minh Khai - Ngõ Quỳnh - Chùa Quỳnh.- Kinh doanh văn phòng, công ty, spa, giao hàng.Thiết kế: Nhà có thể tận dụng để ở và kinh doanh được luôn.- Tầng 1: Phòng khách bếp.- Tầng 2, 3: Mỗi tầng 1 phòng.Sổ đỏ chính chủ, pháp lý sạch.Giá cả thương lượng.Liên hệ: Tôi - Liên Nhà Phố: 0977.0972.87 - Nhà Thật - Giá thật - ảnh thật - thông tin thật.Kết nối trực tiếp chủ nhà, giúp ace mua giá tốt nhất.Miễn phí tư vấn, xem nhà 100%...",3500.0
"Trung tâm Quận Tân Phú 5phut -Tân Thới Nhất Q12 -60m-3 tầng-Hẻm xe hơi -vuông vức ,hoàn công đủ-nhỉnh 4 tỷ.",60.0,Hồ Chí Minh,3.0,3.0,3.0,https://batdongsan.vn/trung-tam-quan-tan-phu-5phut-tan-thoi-nhat-q12-60m-3-tang-hem-xe-hoi-vuong-vuc-hoan-cong-du-nhinh-4-ty-r267444,"*Diện tích 4*15 vuông đét.*kết cấu 1 trêt 2 lầu +sân thương ,3 phòng ngũ.*Tiện ích ,hẻm xe hơi 1 trục ra mặt tiền khu dân cư yên tĩnh.",4000.0
BÁN NHÀ PHỐ (ĐẸP TỪNG CENTIMET) -- HẼM XE HƠI ,,Hồ Chí Minh,4.0,3.0,2.0,https://batdongsan.vn/ban-nha-pho-dep-tung-centimet-hem-xe-hoi-r267441,Vị Trí : Khu Dân Cư Sài Gòn Mới .Thị Trấn Nhà Bè ( Sát Đít Quận 7 ) ???????????? Giá 5 Tỷ 990 Triệu Thương Lượng ????????Diện Tích _ 4m5 ❌ 12m_ 1 TRỆT 2 LẦU 4 PN 3 WC__1 PHÒNG THỜ...1 PHÒNG GIẶT ???? TẶNG HẾT NỘI THẤT CAO CẤP NHƯ HÌNH,
"SỐC!!! NGÕ 36 THỊNH QUANG - LÔ GÓC - Ô TÔ - 2 THOÁNG/4 TẦNG MỚI ĐẸP - GIÁ 5,5 TỶ -",,Hà Nội,4.0,2.0,4.0,https://batdongsan.vn/soc-ngo-36-thinh-quang-lo-goc-o-to-2-thoang4-tang-moi-dep-gia-55-ty-r267435,"NGÕ 36 THỊNH QUANG - LÔ GÓC - Ô TÔ - 2 THOÁNG/4 TẦNG MỚI ĐẸP - Ở/KINH DOANH ĐỀU HỢP - SỐC 5,5 TỶ -- Nhà mới, vị trí đỉnh, ngay gần Trung tâm Y tế quận Đống Đa, Bệnh viện Đa khoa Đống Đa,... thông ra Thái Thịnh, Thái Hà, Ngã Tư Sở, Tây Sơn, Hoàng Cầu, Nguyễn Chí Thanh,..- Nhà đẹp 4 tầng, lô góc 2 mặt thoáng, sáng sủa. Trao chìa ở ngay!!!- Thiết kế thượng hạng, sang, chắc chắn, 4 ngủ đầy đủ công năng cho đại gia đình lên tới 3 thế hệ.- Khu vực tiện ích xung quanh có thể gọi là hoàn hảo: gần phố, ô tô đỗ, gần hồ, giao các ngả, thông ra đường lớn.- Nhà đẹp, sổ đỏ đẹp nở hậu, chủ anh chị Trang dễ mến, gia lộc.Giá chào: 5,5 Tỷ (thương lượng)Liên hệ: Mr. Phong Hotline 0975733136 - Zalo, SMS, Gọi trực tiếp????????????MIỄN PHÍ XEM NHÀ - ĐẶT TÂM TRƯỚC TIỀN????????????",
"Biệt thự sân vườn siêu đẹp, giá tốt tại Centa Vsip",,Hà Nội,4.0,2.0,3.0,https://batdongsan.vn/biet-thu-san-vuon-sieu-dep-gia-tot-tai-centa-vsip-r267425,"Căn biệt thự đơn lập 216 m2 siêu đẹp được xây dựng thiết kế 3 tầng, rất đáng mua ở hoặc đầu tư tiềm năng sinh lời cao được rất nhiều khách hàng đến tham quan, sở hữu* Vị trí đẹp, tiếp giáp với 3 đường cao tốc lớn: cao tốc Hà Nội- Thái Nguyên, cao tốc Hà Nội- Bắc Giang, cao tốc Hà Nội- Hải Phòng thuận tiện di chuyển kết nối giao thương☑️ Kết nối 3 khu công nghiệp liên hoàn, đáp ứng nhu cầu giãn dân, tận hưởng cuộc sống tại khu đô thị xanh☑️ Xây dựng sàn 64 m2, tổng 3 sàn 197 m2 xây hoàn thiện bên ngoài☑️ Pháp lý chuẩn, có hợp đồng mua bán☑️ Ngân hàng hỗ trợ cho vay đến 70% giá trị căn* Môi trường sống trong lành, thoáng mát,  công viên trung tâm rộng rãi, thuận tiện vui chơi, giải trí, thể dục-  Gần ngay trung tâm thể thao: sân bóng đá, sân tennis☎️Liên hệ xem nhà trực tiếp và tư vấn: Đoàn Toan: 0363 444 022",
TRUNG TÂM ĐỐNG ĐA - 40m2 - 5 tầng - 5.75 tỷ,40.0,Hà Nội,5.0,2.0,5.0,https://batdongsan.vn/trung-tam-dong-da-40m2-5-tang-575-ty-r267419,"TRUNG TÂM ĐỐNG ĐA - 40m2 - 5 TẦNG  - 5.75 TỶ.Giao thông thuận tiện, tiện ích đầy đủ.Dân trí cao, an sinh tốt.+ Thiết kế:- Tầng 1: Để xe và bếp ăn.- Tầng 2: Phòng khách và phòng ngủ + WC.- Tầng 3 + 4: Mỗi tầng 2 phòng ngủ + WC giữa.- Tầng 5: Phòng thờ và sân phơi.",5750.0
Phân Lô Lạc Trung – Ô tô – Kinh Doanh – Nở Hậu – 2 Thoáng – DT 86m2 – 5 Tầng – Nhỉnh 16 Tỷ,86.0,Hà Nội,4.0,4.0,5.0,https://batdongsan.vn/phan-lo-lac-trung-o-to-kinh-doanh-no-hau-2-thoang-dt-86m2-5-tang-nhinh-16-ty-r267412,"“SAU QUY HOẠCH, NHÀ RA PHỐ”- BÁN NHÀ LẠC TRUNG, PHƯỜNG THANH LƯƠNG. VỊ TRÍ TRUNG TÂM CỦA LẠC TRUNG, NẰM TRONG KHU PHÂN LÔ NGÕ SIÊU TO, 2 MẶT THOÁNG, SỔ NỞ HẬU, Ở SƯỚNG – KINH DOANH THUẬN LỢI, TRONG KHU TOÀN BIỆT THỰ, CHỈ HƠN 16 TỶ- Bán nhà Lạc Trung, DT 86m², mặt tiền 4,5m, 5 tầng bê tông cốt thép kiên cố, giá chỉ hơn 16 tỷ- Khu vực đã có quy hoạch, nhà không mất phân đất nào. Sau quy hoạch, ra mặt phố lớn. Lúc đó, nhà 2 mặt trước sau đều đường lớn, tiềm năng tăng giá cao.- Nằm tại khu vực sầm uất bậc nhất Hai Bà Trưng, tiện ích bạt ngàn, gần Trường ĐH Vinschool, Bách Khoa, Kinh tế Quốc Dân, Xây Dựng, gần bệnh viện Thanh Nhàn, Vinmec..!- Kế cạnh các tuyến đường lớn như: Thanh Nhàn, Trần Khát Chân, Lò Đúc, Kim Ngưu, Minh Khai…- Vài phút lên Bờ Hồ, phố cổ. Thuận tiện di chuyển sang các quận như Long Biên, Hoàn Kiếm, Đống Đa…hay đi sang các tỉnh thành khác- Chủ tự xây, đồ tự sắm nên cực kỳ bền đẹp-Thiết kế:+ Tầng 1: Gara, văn phòng, wc+ Tầng 2: Khách, bếp, wc+ Tầng 3,4: mỗi tầng 2PN, wc+ Tầng 5: Phòng thờ, sân phơi- Liên hệ Mr Luân – Chuyên bán nhà Lạc Trung",16000.0
"HXH thông, Nguyễn Văn Khối Phường 8 Gò Vấp, 34m2, 2 tầng chỉ 4.5 tỷ",34.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/hxh-thong-nguyen-van-khoi-phuong-8-go-vap-34m2-2-tang-chi-45-ty-r267408,"MS 11223* Vị trí: đường Nguyễn Văn Khối (Cây Trâm) Phường 8 Gò Vấp.* Diện tích 34m2, 2 tầng gồm phòng khách, bếp, 2 phòng ngủ, 2 WC, ban công.* Hẻm xe hơi thông, thuận tiện di chuyển.* Sổ hồng, hoàn công đủ.",4500.0
Hẻm 10m Đặng Thuỳ Trâm 4x15 8.6 tỷ P13 Bình Thạnh,60.0,Hồ Chí Minh,4.0,5.0,2.0,https://batdongsan.vn/hem-10m-dang-thuy-tram-4x15-86-ty-p13-binh-thanh-r267404,"3 lầu Hẻm to Đặng Thuỳ Trâm 4x15 8.6 tỷ Phường 13 Bình Thạnh - 1 trệt 3 lầu, 4 phòng ngủ, 5wc, sân thượng - An ninh, dân trí cao, hẻm 10m thông - Nguyễn Xí, Phan Văn Trị, đại học Văn Lang",8600.0
"Hxh Phan Văn Trị 3 lầu 5x17 7,6 Tỷ P11 Bình Thạnh",85.0,Hồ Chí Minh,3.0,3.0,2.0,https://batdongsan.vn/hxh-phan-van-tri-3-lau-5x17-76-ty-p11-binh-thanh-r267403,"5x17 Hxh Phan Văn Trị 3 lầu 7,6 Tỷ P11 Bình Thạnh+ 3 lầu đúc BTCT, 3 phòng ngủ, 3wc, sân thượng kiên cố + Hẻm lớn xe tải ra vào, dân trí cao + Nguyễn Văn Đậu, Nguyễn Thượng Hiền, Phạm Văn Đồng 5 phút",7600.0
Ngộp bank giảm 600 triệu. Bình Tân. Nhà mới 4 tầng BTCT. Nhỉnh 3 Tỷ.,48.0,Hồ Chí Minh,4.0,2.0,4.0,https://batdongsan.vn/ngop-bank-giam-600-trieu-binh-tan-nha-moi-4-tang-btct-nhinh-3-ty-r267398,"+ Nhà hẻm 4m(trước nhà) hẻm vào 5m. Cách QL1 300m, gần cầu Bình Thuận, Ngã 4 HL2, Tây Lân.+ Kết cấu: Nhà 4 tầng BTCT, PK. Bếp, 4 PN( có phòng dưới trệt phù hợp cho gia đình có người lớn tuổi), Phòng thờ, sân phơi, sân thượng.+ Nhà còn mới ở ngay.+ Sổ vuông A4, Pháp lý chuẩn, sổ chủ đang gửi ngân hàng giữ hộ nên rất hợp tác và gấp bán.",3500.0
"Nhà ở ngay, có chỗ đậu ô tô, gần Nhà Thiếu Nhi Quận Tân Bình, 4.1 tỷ",42.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/nha-o-ngay-co-cho-dau-o-to-gan-nha-thieu-nhi-quan-tan-binh-41-ty-r267396,"Nhà kết cấu 1 trệt 1 lửng. Tổng 2 phòng ngủ, 2 vệ sinh. Có phòng ngủ ở dưới tiện cho người lớn tuổi ở. Hẻm trước nhà ô tô nhỏ đỗ cửa, sạch sẽ an ninh. Cách mặt tiền Hoàng Xuân Nhị chỉ 20m.   Vị trí ngay ngã tư giao Âu Cơ và Lạc Long Quân, gần Nhà thiếu nhi Quận Tân Bình, gần trường học các cấp. Sổ chính chủ ở lâu đời, nở hậu. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.",4100.0
VÕ DUY NINH BÌNH THẠNH - 59M2 CN ĐỦ - 4 TẦNG BTCT MỚI ĐẸP VÀO Ở NGAY - SỔ VUÔNG A4,59.0,Hồ Chí Minh,4.0,3.0,4.0,https://batdongsan.vn/vo-duy-ninh-binh-thanh-59m2-cn-du-4-tang-btct-moi-dep-vao-o-ngay-so-vuong-a4-r267392,"- Nhà đẹp Võ Duy Ninh, Phường 22, Bình Thạnh.- DT 59m2 (4mx15mx4 tầng)- Giá 5.8 tỷ thương lượng- LH Tâm 0815813400 để xem nhà.+ Kết cấu: 1 trệt, 3 lầu BTCT. Gồm 4PN, 3WC, PK, bếp, ban công, phòng thờ, sân thượng sân phơi trước sau, sân để xe.+ Nhà mới lung linh vào ở ngay, chủ tặng lại nội thất.+ Hẻm ba gác mini, trước nhà hơn 3m thông thoáng sạch sẽ, khu an ninh, hàng xóm hiền lành. Gần siêu thị, trường học các cấp, chợ, nhà thờ…+ Giáp Nguyễn Hữu Cảnh, Ngô Tất Tố, vài phút qua Quận 1, Quận 3.+ Pháp lý chuẩn, sổ vuông vức, công chứng ngay.",5800.0
"Bán đất Bồ Đề, quận Long Biên, ngõ ô tô con thông nhau, gần hồ, an sinh tốt, 62m, 6 tỷ 9",62.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/ban-dat-bo-de-quan-long-bien-ngo-o-to-con-thong-nhau-gan-ho-an-sinh-tot-62m-6-ty-9-r267389,"- Vị trí đất ngõ ô tô thông sang Hồng Tiến, Ái Mộ, ra hồ 2 Bồ Đề rất gần.- Hiện tại đất nhà mình để trống nên không còn gì mô tả thêm, full thổ cư hết khách yên tâm.- Sổ đỏ chính chủ, chờ khách hữu duyên.- Liên hệ: 0965492571(xem nhà và tư vấn miễn phí)",6900.0
Bán nhanh nhà nát cấp 4 giá rẻ 450 Triệu Hóc Môn 5x20=100m2 SHR,100.0,Hồ Chí Minh,2.0,1.0,2.0,https://batdongsan.vn/ban-nhanh-nha-nat-cap-4-gia-re-450-trieu-hoc-mon-5x20100m2-shr-r267387,"Bán nhanh nhà nát cấp 4 giá rẻ 450 Triệu Hóc Môn 5x20=100m2 SHR-Dt: 5*20=100m2 ( thổ cư 50m2)-Hướng: Đông bắc- Giá 450Triệu-Nhà gồm sân ôtô, phòng khách, phòng ngủ, bếp, WC và nội thất: bộ bàn ghế nệm sofa, kệ gỗ TV, bộ bàn ăn gỗ, quạt, tủ bếp, bếp.. trung tâm TP, khu dân cư an ninh: cán bộ viên chức.-Nơi ở dân cư đông đúc, gần trường học, nhà thờ, chùa, ủy ban, chợ, KCN.-Tiện nghi: Căn nhà được xây dựng và thiết kế đầy đủ các tiện nghi cơ bản như điện, nước, internet và truyền hình cáp. Ngoài ra, sân trước, đường nhựa trước nhà 6m, cho phép xe hơi ra vào thuận tiệnLiên hệ 0372870144 để biết thêm chi tiết",450.0
Bán Nhà 4 Tầng 3 Mặt Thoáng - Vĩnh Viễn Và Nguyễn Tri Phương - Quận 10 - Nhỉnh 5 Tỷ - 0902934079,,Hồ Chí Minh,4.0,3.0,4.0,https://batdongsan.vn/ban-nha-4-tang-3-mat-thoang-vinh-vien-va-nguyen-tri-phuong-quan-10-nhinh-5-ty-0902934079-r267383,"_ Nhà kết cấu BTCT, 1 trệt, 1 lửng, 2 lầu, 4PN, 3WC. Không lộ giới, cách mặt đường vài căn._ Nhà trong khu dân trí cao, 1 hẻm thông sang đường Nhật Tảo, 2 hẻm đi về đường Vĩnh Viễn. Xung quanh đầy đủ dịch vụ tiện ích._ Giá đất gần 189 triệu/m2. Thửa đất đẹp công nhận đủ, tại Trung tâm Quận 10. _ Nhà chính chủ, sổ hoàn công đủ, sang tên trong ngày._ Liên hệ: Ms. Lan - SĐT: 0902934079#bannhaquan10 #nhabanquan10 #muabannhadat2023 #tinvipnhaquan10",5000.0
Bán nhà Nở hậu,50.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/ban-nha-no-hau-r267380,"- Bán nhà Nở hậu 50m2 ở 175/3B Đường Ấp Đông 1, xã Thới Tam Thôn, huyện Hóc Môn.- Có 2 phòng, gác lửng- Giấy tờ: Sổ đỏ gốc- Liên hệ: 0937235783(Hà)",1700000000000.0
Bán Nhà Yên Lạc – Gara Ô Tô – Lô Góc – Kinh Doanh – Nội Thất Đẹp – 68m2 – 16 Tỷ,68.0,Hà Nội,4.0,4.0,6.0,https://batdongsan.vn/ban-nha-yen-lac-gara-o-to-lo-goc-kinh-doanh-noi-that-dep-68m2-16-ty-r267377,"NẰM TẠI NGÕ ĐẸP NHẤT CỦA PHỐ YÊN LẠC!!!- BÁN NHÀ YÊN LẠC, PHƯỜNG VĨNH TUY. NHÀ LÔ GÓC 2 THOÁNG, SỔ NỞ HẬU, NỘI THẤT ĐẸP LUNG LINH, Ở SƯỚNG – KINH DOANH THUẬN LỢI, TRONG KHU TOÀN DÂN TRÍ CAO, CHỈ HƠN 16 TỶ- Bán nhà Yên Lạc, DT 68m², 6 tầng bê tông cốt thép kiên cố, giá chỉ hơn 16 tỷ- Xung quanh nhà toàn quan chức và hiệu trưởng các trường ĐH và trung học- Nằm tại khu vực sầm uất bậc nhất Hai Bà Trưng, tiện ích bạt ngàn, gần Trường ĐH Vinschool, Bách Khoa, Kinh tế Quốc Dân, Xây Dựng, gần bệnh viện Thanh Nhàn, Vinmec..!- Kế cạnh các tuyến đường lớn như: Thanh Nhàn, Trần Khát Chân, Lò Đúc, Kim Ngưu, Minh Khai…- Vài phút lên Bờ Hồ, phố cổ. Thuận tiện di chuyển sang các quận như Long Biên, Hoàn Kiếm, Đống Đa…hay đi sang các tỉnh thành khác- Chủ tự xây, đồ tự sắm nên cực kỳ bền đẹp-Thiết kế:+ Tầng 1: Gara, văn phòng, wc+ Tầng 2: Khách, bếp, wc+ Tầng 3, 4, 5: mỗi tầng một phòng ngủ rộng + wc+ Tầng 6: Phòng thờ, phòng tập, sân phơi- Liên hệ Mr Luân – Chuyên bán nhà Yên Lạc",16000.0
"Gò Vấp nhà dưới 5 tỷ Nguyễn Văn Khối Phường 8 56m2 4x14 2 tầng, 4.7 tỷ",56.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/go-vap-nha-duoi-5-ty-nguyen-van-khoi-phuong-8-56m2-4x14-2-tang-47-ty-r267376,"MS 11323* Vị trí : Nguyễn Văn Khối Phường 8 Gò Vấp. Cách 2 căn ra hẻm xe hơi.* Diện tích 56m2, ngang 4m dài 14m. Kết cấu BTCT 2 tầng, 2 phòng ngủ, 2 WC, sân để xe gắn máy, ban công, giếng trời.* Đường trước nhà 3m, sạch sẽ, an ninh yên tĩnh.* Sổ hồng vuông đẹp, hoàn công đủ.",4700.0
"Chủ Cần bán gấp biệt thự KDC Khang An, 168m2 8x21 1 trệt 2 lầu, sổ hồng hoàn công, giá chỉ 15 tỷ 9 TL,LH:0388668882 Gặp Tâm ( zalo )",168.0,Hồ Chí Minh,4.0,5.0,2.0,https://batdongsan.vn/chu-can-ban-gap-biet-thu-kdc-khang-an-168m2-8x21-1-tret-2-lau-so-hong-hoan-cong-gia-chi-15-ty-9-tllh0388668882-gap-tam-zalo-r267372,"Bán gấp biệt thự song lập KDC Khang An - Phú Hữu - Quận 9.- Diện tích: 168m - 8 x 21m.- Nhà mới như hình, nằm trong khu dân cư cao cấp.- Đất thổ cư 100%. Xây 1 trệt, 2 lầu, mái ngói.- Giao thông thuận tiện ra trung tâm quận 1, quận 2, Bình Thạnh và đi các tỉnh lân cận như: Đồng nai, vũng tàu, bình dương...- Pháp lý: Sổ hồng hoàn công.- Giá bán: 15,9 tỷ có Thương Lượng.Liên hệ: 0388 668 882 gặp Tâm (zalo) xem nhà.",15900.0
"KHA TRÍ TÂN BÌNH SÁT QUẬN 10, 61M2, NGANG 5M, 3 TẦNG ĐẸP Ở LIỀN CHỈ 5.8 TỶ",61.0,Hồ Chí Minh,4.0,2.0,3.0,https://batdongsan.vn/kha-tri-tan-binh-sat-quan-10-61m2-ngang-5m-3-tang-dep-o-lien-chi-58-ty-r267369,"Mô tả:+ Vị trí Tân Bình sát bên Cư xá Bắc Hải Quận 10.+ Diện tích 61m2, ngang 5m, nhà 3 tầng BTCT kiên cố, nhà mới ở liền. Nhà lên thêm tầng được nếu có nhu cầu.                                                                                                                                                                                              + Nội thất đầy đủ, gia chủ thiết kế hiện đại. Sổ nở hậu tài lộc. Tiện di chuyển đi các Quận.+Pháp lý sạch, công chứng ngay.Cần thông tin thêm liên hệ: 0354095924",5800.0
Tối cần bán căn nhà Mặt tiền Phường 6 Quận Tân BÌnh ở lâu nay có việc cần bán gấp chỉ 6 tỷ,60.0,Hồ Chí Minh,4.0,3.0,5.0,https://batdongsan.vn/toi-can-ban-can-nha-mat-tien-phuong-6-quan-tan-binh-o-lau-nay-co-viec-can-ban-gap-chi-6-ty-r267364,"TÂN BÌNH – Nghĩa Phát thông Lý Thường KiệtNgộp Bank giảm khủng 2 tỷ chỉ còn 6.5 T+ Mặt tiền đường Ô tô thông+ Hiện trạng trệt lầu.+ Ngang 5m hiếm có nhà tiện Kinh doanh+ Xây mới 4,5 tầng đẹp lung linh.+ Sổ đẹp, pháp lý sạch.+ Hổ trợ tư vấn Pháp lý, Xây dựng, Đăng bộ, Ngân hàng...Alo Zalo Thuỷ Nhà Phố: 0918882287 - 0906313233Ngày 12 tháng 5 năm 2023",5800000000.0
"Mặt tiền kinh doanh 4 tầng, gần trường THPT Lý Thường Kiệt, 5.95 tỷ",52.0,Hồ Chí Minh,3.0,4.0,4.0,https://batdongsan.vn/mat-tien-kinh-doanh-4-tang-gan-truong-thpt-ly-thuong-kiet-595-ty-r267363,"Nhà mặt tiền kinh doanh, xây kiên cố 4 tầng, gồm 3 phòng ngủ. Đường 8m ô tô tránh nhau. Vị trí kinh doanh sầm uất, đường thông thoáng, tiện đi các hướng. Nhà tiện ở kinh doanh, làm công ty, cho thuê. Vị trí nhà gần chợ, trường THPT Lý Thường Kiệt, dịch vụ tiện ích đầy đủ. Sổ hồng riêng, pháp lý chuẩn. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.",5950.0
"Gò Vấp Lê Văn Thọ Phường 11, hẻm 4m, 128m2, 6x22, 3 tầng chỉ 11.2 tỷ",128.0,Hồ Chí Minh,6.0,3.0,3.0,https://batdongsan.vn/go-vap-le-van-tho-phuong-11-hem-4m-128m2-6x22-3-tang-chi-112-ty-r267362,"MS 11423* Vị trí: Lê Văn Thọ Phường 11 Gò Vấp. Gần chợ, trường, siêu thị, công viên Làng Hoa v.v* Diện tích 128m2, ngang 6m, dài 22m, 3 tầng BTCT, 6 phòng ngủ, 3 WC, 2 giếng trời. Có sẵn giấy phép lên thêm 2 tầng nữa.* Hẻm 4m, sạch sẽ, xe hơi tới nhà.* Khu vực không phải lo lắng về dịch vụ tiện ích.* Hình sổ đẹp, hoàn công đủ.",11200.0
"Bán nhà 2 mặt hẻm Xe Hơi gần ngã tư Thủ Đức 100m,70m2(ngang 5), Xa Lộ Hà Nội, chỉ 5.1 tỷ, Thủ Đức",,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/ban-nha-2-mat-hem-xe-hoi-gan-nga-tu-thu-duc-100m70m2ngang-5-xa-lo-ha-noi-chi-51-ty-thu-duc-r267358,"Bán nhà 2 mặt hẻm Xe Hơi gần ngã tư Thủ Đức 100m,70m2(ngang 5), Xa Lộ Hà Nội, chỉ 5.1 tỷ, Thủ Đức+ Nhà 1 trệt, 1 lầu + Nhà đang cho thuê 8 tr/tháng + Gần ngay Công An, Quận 1, Quận 2 + Khu dân cư yên tỉnh + 3 phòng ngủ, phòng bếp, hẻm xe hơi Liên hệ: Khoa nhà Phố  0823061521",5100.0
"Nhà đẹp khu vip Lê Văn Sỹ P1 TB, 4.2x10m, 5 tầng, an ninh chỉ 5.3 tỷ",42.0,Hồ Chí Minh,4.0,2.0,5.0,https://batdongsan.vn/nha-dep-khu-vip-le-van-sy-p1-tb-42x10m-5-tang-an-ninh-chi-53-ty-r267355,"Mô tả:+ Diện tích: 4.2m x 10m.+ Kết cấu: Nhà đẹp 5 tầng gồm 3 phòng ngủ, 4 tolet, 1 phòng khách, 1 bếp.+ Vị trí khu vip Tân Bình, thuận tiện di chuyển sang Q3,PN,Q1.+ Hẻm rộng rãi, thông thoáng, an ninh,+ Sổ hoàn công đầy đủ, pháp lý chuẩn, công chứng ngay.+ Liên hệ: 0333097948 (Minh Triệu) Cam kết thông tin thật và hình ảnh thật, miễn môi giới và trung gian.",5300000000000.0
"NGUYỄN PHÚC CHU, QUẬN TÂN BÌNH MẶT TIỀN ĐƯỜNG 20M KINH DOANH SẦM UẤT, SÁT BÊN TRƯỜNG HỌC, HOÀN CÔNG ĐẦY ĐỦ, CHỈ NHỈNH 8 TỶ",56.0,Hồ Chí Minh,4.0,2.0,5.0,https://batdongsan.vn/nguyen-phuc-chu-quan-tan-binh-mat-tien-duong-20m-kinh-doanh-sam-uat-sat-ben-truong-hoc-hoan-cong-day-du-chi-nhinh-8-ty-r267349,"Mô tả:+ MTKD sầm uất đường 20m cạnh trường Tiểu học. Cách MT Trường Chinh chỉ 200m.+ Nhà mới xây 5 tầng hoàn công đủ.+ 2 sân thượng 6wc 4pn + phòng thờ.+ Giá 8.2 tỷ thương lượng, chủ nhà dễ thương thiện chí bán.Cần thông tin thêm liên hệ: 0354095924",8200.0
Lũy Bán Bích phường Hòa Thạnh Tân Phú,230.0,Hồ Chí Minh,10.0,10.0,4.0,https://batdongsan.vn/luy-ban-bich-phuong-hoa-thanh-tan-phu-r267348,"Lũy Bán Bích 230m2 4 tầng  9/10 ×25 giá  26 tỷ Hòa Thạnh Tân Phú.+ Vị trí hẻm 12m cực đẹp, hẻm trước nhà đường nhựa sạch sẽ.+ Kết cấu nhà 4 tầng, đang là căn đôi có thể mua tách làm hai căn tiêng biệt vừa ở vừa kinh doanh khá tốt.+ Khu dân trí cao, kế bên là chung cư Tân Phú khá nhiều tiện ích.+ Mỗi căn đều có 5 phòng, mỗi phòng thiết kế nội thất va trang trí toàn nhập khẩu.+ Bề ngang cực lớn nên có thể mở làm căn hộ dịch vụ hay kinh doanh các mặt hàng đều tốt.☎️ 0985666979 hỗ trợ xem nhà.",26000.0
